Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2,Price_Clean,Lot_Size,Living_Space,Build_Year,Total_Rooms,Bedrooms,Number_of_Floors
Duyst van Voorhoutweg 27,Renswoude,€ 450.000,228 m²,146 m²,1969,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.445,450000.0,228,146,1969.0,6.0,5.0,3.0
Kometenlaan 44,Bilthoven,€ 450.000,152 m²,135 m²,1968,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,5.395,450000.0,152,135,1968.0,5.0,4.0,3.0
Dokter Mees ten Oeverlaan 14,Wilnis,€ 1.214.000,890 m²,207 m²,1973,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht",Tuin rondom,4.180,1214000.0,890,207,1973.0,5.0,4.0,2.0
Burgemeester Mr. H.J. Engelkens-laan 36,Winschoten,€ 235.000,523 m²,81 m²,1933,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,In woonwijk,Achtertuin en voortuin,4.190,235000.0,523,81,1933.0,5.0,3.0,2.0
Oldenzaalsestraat 760,Enschede,€ 850.000,2.033 m²,283 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,"Aan drukke weg, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,1.895,850000.0,2033,283,1975.0,8.0,5.0,3.0
Douwemastrjitte 88,Jirnsum,€ 239.500,255 m²,111 m²,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.245,239500.0,255,111,1964.0,5.0,4.0,3.0
Steenbakkersstraat 36,Krimpen aan den IJssel,€ 325.000,227 m²,105 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer,2 woonlagen,F,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Achtertuin,7.280,325000.0,227,105,1935.0,6.0,3.0,2.0
Badhuisweg 1 R,Cadzand,€ 1.095.000,989 m²,152 m²,2018,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in centrum, landelijk gelegen, open ligging en vrij uitzicht",Achtertuin en voortuin,410,1095000.0,989,152,2018.0,5.0,4.0,2.0
Beekstraat 31 29,Epe,€ 895.000,610 m²,157 m²,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",D,Aan park en in centrum,,1.700,895000.0,610,157,,6.0,4.0,2.0
Patrijsstraat 1,Groet,€ 519.000,340 m²,122 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",,519000.0,340,122,1990.0,7.0,6.0,2.0
Dommelrodelaan 63,Sint-Oedenrode,€ 430.000,212 m²,137 m²,1963,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.080,430000.0,212,137,1963.0,6.0,4.0,2.0
Vosseleane 11,Woudsend,€ 385.000,370 m²,165 m²,,Bestaande bouw,"Herenhuis, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,Beschutte ligging,Achtertuin en voortuin,1.390,385000.0,370,165,,7.0,5.0,2.0
van Ewijcksvaart 18,Anna Paulowna,€ 375.000,410 m²,85 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg,Achtertuin en voortuin,210,375000.0,410,85,1930.0,4.0,3.0,2.0
